protein1	protein2	cost
TNRC6B	FBRS	0.598835
ACOX3	SMURF2	0.530378
PEAK1	BCAR1	0.598835
PPIF	SLC25A4	0.484455
PPIF	RBMS1	0.654948
PPIF	ATP6V1E1	0.654948
PPIF	TPX2	0.654948
EPB41L3	CNTNAP2	0.549451
EPB41L3	FYN	0.598835
EPB41L3	SIRT7	0.598835
EPB41L3	YWHAH	0.348131
RNASEH2C	RNASEH2A	0.654948
WDR1	RBBP7	0.654948
WDR1	CSNK2B	0.594442
WDR1	TXNDC17	0.654948
WDR1	TNFRSF10D	0.598835
WDR1	UBE2K	0.654948
WDR1	SRPK1	0.561127
WDR1	THOP1	0.654948
WDR1	TXN	0.654948
SOX9	TRAF2	0.85922
SOX9	MAF	0.398358
UIMC1	BLM	0.475767
UIMC1	HSPA4	0.598835
UIMC1	BRE	0.0618055
UIMC1	F7	0.598835
UIMC1	CAPZA1	0.598835
UIMC1	DVL2	0.63215
UIMC1	RBBP8	0.598835
UIMC1	CDK1	0.289938
UIMC1	MDC1	0.185365
UIMC1	THNSL1	0.598835
UIMC1	GLTSCR2	0.598835
UIMC1	INO80B	0.565996
UIMC1	LIN7C	0.598835
UIMC1	PYCRL	0.598835
UIMC1	AMOT	0.598835
DNAJB12	MYC	0.598835
SFI1	CRX	0.594442
SFI1	GOLGA2	0.63215
SFI1	CDC5L	0.501461
BRICD5	SYNE4	0.443583
HLA-DOA	REL	0.392016
HLA-DOA	HLA-DMA	0.520073
HLA-DOA	HLA-DOB	0.561127
CCDC43	LRRK2	0.561127
MTHFS	TSC22D4	0.565996
GPI	TMEM256	0.654948
VEPH1	BMPR1B	0.85922
VEPH1	TGFBR1	0.85922
MAFB	IRF7	0.598835
MAFB	IRF3	0.443981
MAFB	MAF	0.484455
MAFB	FOSB	0.85922
PLEKHM1	SERPINB9	0.452941
PLEKHM1	BID	0.594442
TCP1	MAP3K3	0.598835
TCP1	CBFA2T2	0.443583
TCP1	PPP2R2A	0.598835
TCP1	HSPA4	0.654948
TCP1	PACRG	0.598835
TCP1	VRK2	0.561127
TCP1	METTL21B	0.598835
TCP1	CTTNBP2	0.598835
TCP1	PCK1	0.598835
TCP1	TUBG1	0.598835
TCP1	CCT2	0.255864
TCP1	FN1	0.598835
TCP1	HDAC5	0.598835
TCP1	STAU1	0.598835
TCP1	PEX14	0.654948
TCP1	MYC	0.598835
TCP1	PPP2CB	0.410771
TCP1	STRN	0.598835
TCP1	CDC5L	0.598835
TCP1	CDC20	0.520073
TCP1	NOS2	0.598835
TCP1	PPP2R2B	0.598835
TCP1	CCT4	0.331296
TCP1	GBA	0.410771
TCP1	ACTA1	0.598835
TCP1	FBXW4	0.598835
TCP1	CFAP52	0.598835
TCP1	WDR82	0.598835
COASY	CNTROB	0.443583
COASY	GMPS	0.654948
IL6	HRH1	0.598835
GRIPAP1	MYL6	0.654948
GRIPAP1	CASP3	0.47306
POT1	DBNL	0.594442
POT1	PROSER2	0.594442
POT1	PGLS	0.594442
POT1	KRT18	0.594442
POT1	SPTAN1	0.598835
POT1	MVK	0.594442
POT1	DBN1	0.594442
POT1	CSNK2B	0.594442
POT1	THRAP3	0.598835
POT1	AHCY	0.594442
POT1	ZBTB49	0.594442
POT1	PAGE5	0.594442
POT1	TRIP10	0.594442
POT1	CALD1	0.407758
POT1	MVP	0.594442
POT1	S100A7	0.598835
POT1	SULT4A1	0.594442
POT1	MAP4K2	0.594442
POT1	CEP131	0.598835
POT1	EPB41L1	0.594442
POT1	SYAP1	0.594442
POT1	ANXA4	0.594442
POT1	FES	0.594442
POT1	NUDC	0.594442
POT1	ACTN4	0.594442
POT1	XAGE2	0.594442
POT1	STIP1	0.594442
POT1	F5	0.598835
POT1	ABCD1	0.598835
POT1	ECI1	0.594442
POT1	RPAP1	0.594442
POT1	ZNF790	0.594442
SP4	CRX	0.598835
SP4	COL8A1	0.392016
SP4	SP1	0.85922
SON	DHX9	0.654948
SON	COMMD3-BMI1	0.598835
SON	EZH2	0.598835
SON	RUNX1T1	0.598835
SON	SIRT7	0.598835
SON	SUZ12	0.598835
SON	PUF60	0.654948
SON	RAN	0.654948
SON	CDC5L	0.654948
SON	NXF1	0.654948
SON	SRPK1	0.598835
SON	SAFB	0.654948
SON	SRSF7	0.654948
SON	SEPT2	0.654948
SON	PHGDH	0.654948
MYLK	PIK3R1	0.598835
MYLK	PAK1	0.538056
MYLK	NCK1	0.598835
MYLK	ACTA1	0.85922
CNTNAP1	FYN	0.598835
CNTNAP1	NCK1	0.598835
SOX10	CEBPA	0.85922
SOX10	HOXC4	0.763579
SOX10	EPAS1	0.598835
SOX10	SP1	0.85922
SOX10	UTF1	0.73985
SOX10	NMI	0.382018
SEPT11	VDAC2	0.654948
SEPT11	SEPT5	0.233759
SEPT11	SEC22B	0.654948
SEPT11	SF1	0.654948
SEPT11	FERMT2	0.654948
SEPT11	TRAF6	0.598835
SEPT11	SEPT2	0.436465
SEPT11	SIN3A	0.654948
MARCH9	CTSD	0.73224
TFAM	FN1	0.598835
TFAM	MYC	0.598835
TFAM	SUZ12	0.598835
AMOTL2	KRT15	0.374133
AMOTL2	MTMR6	0.443583
AMOTL2	GOLGA2	0.443583
AMOTL2	MFAP1	0.443583
AMOTL2	ZBED1	0.443583
AMOTL2	GNG5	0.443583
AMOTL2	TRAF2	0.443583
AMOTL2	TP53BP2	0.598835
AMOTL2	MPP5	0.598835
AMOTL2	KRT13	0.443583
AMOTL2	LIN7C	0.598835
AMOTL2	AMOT	0.410771
KAT5	CEBPA	0.537305
KAT5	TRIM29	0.472754
KAT5	RGL2	0.594442
KAT5	CCDC106	0.594442
KAT5	LMNA	0.594442
KAT5	HDGF	0.598835
KAT5	COMMD3-BMI1	0.594442
KAT5	ACTL6A	0.331295
KAT5	SRCAP	0.598835
KAT5	GOLGA2	0.443583
KAT5	DUSP23	0.594442
KAT5	DMAP1	0.410771
KAT5	JADE1	0.598835
KAT5	PRKDC	0.598835
KAT5	SSX2IP	0.443583
KAT5	CRELD1	0.594442
KAT5	HABP4	0.594442
KAT5	NDUFA4L2	0.594442
KAT5	UHRF1	0.249941
KAT5	CDK1	0.561127
KAT5	MYC	0.249941
KAT5	EP400	0.149829
KAT5	ZNF24	0.594442
KAT5	ATM	0.298244
KAT5	RBPJ	0.598835
KAT5	C1ORF174	0.594442
KAT5	MAX	0.598835
KAT5	FAM135B	0.594442
KAT5	OGFOD2	0.594442
KAT5	HMBOX1	0.443583
KAT5	TRIM23	0.443583
KAT5	TRIB3	0.594442
KAT5	NMI	0.472754
KAT5	SIRT1	0.249941
KAT5	KRT40	0.443583
KAT5	ACTA1	0.598835
KAT5	PDCD5	0.407758
KAT5	CCDC136	0.443583
POM121	LMNA	0.598835
POM121	AP2B1	0.594442
POM121	GOLGA2	0.530378
POM121	COL4A3BP	0.594442
POM121	RBPMS	0.334452
POM121	TRIM23	0.594442
POM121	AGR2	0.334452
TXNL1	PDIA6	0.654948
TXNL1	CCT2	0.654948
TXNL1	TXNDC17	0.654948
TXNL1	ATP6V1A	0.654948
TXNL1	SHFM1	0.598835
TXNL1	PSMD2	0.654948
TXNL1	PSMD3	0.654948
TXNL1	PSMD14	0.391484
TXNL1	VCL	0.654948
TXNL1	ADRM1	0.654948
TXNL1	EEF1A1	0.598835
TXNL1	CCT4	0.654948
TXNL1	PSMD13	0.654948
TXNL1	PSMA6	0.654948
ATP6V0D1	STAU1	0.598835
CRX	RBFOX1	0.594442
CRX	PID1	0.443583
CRX	SP1	0.598835
CRX	ROR2	0.443583
APOBEC1	A1CF	0.332937
USP43	YWHAH	0.598835
CCDC146	KRT18	0.443583
CCDC146	TNR	0.443583
CCDC146	GOLGA2	0.443583
CCDC146	GMNN	0.443583
CCDC146	CCNDBP1	0.443583
CCDC146	TRIM23	0.443583
CCDC146	KRT40	0.443583
CCDC146	TSC22D4	0.443583
CCDC146	CEP44	0.443583
CCDC146	CCDC136	0.443583
EPHA1	SMURF2	0.85922
TAGLN2	LMNA	0.598835
TAGLN2	FN1	0.598835
TAGLN2	MDC1	0.598835
TAGLN2	SSSCA1	0.654948
TAGLN2	TRAF6	0.598835
ATG9A	SRCAP	0.63215
ATG9A	GOLGA2	0.73224
ATG9A	REL	0.392016
ATG9A	RAB7A	0.73224
ZNF385A	UBB	0.598835
KHDRBS2	HNRNPD	0.598835
KHDRBS2	EHBP1	0.598835
KHDRBS2	HNRNPUL2	0.598835
KHDRBS2	ARID2	0.598835
KHDRBS2	TYMSOS	0.392016
KHDRBS2	PRMT5	0.598835
KHDRBS2	YBX1	0.598835
KHDRBS2	PRPF31	0.392016
KHDRBS2	NUSAP1	0.598835
KHDRBS2	HNRNPH1	0.598835
KHDRBS2	SAFB	0.598835
KHDRBS2	MTA1	0.392016
KHDRBS2	CIRBP	0.392016
EIF2B3	DHX9	0.654948
EIF2B3	DDX1	0.654948
EIF2B3	YBX3	0.654948
SMURF2	EIF3E	0.63215
SMURF2	ECHS1	0.63215
SMURF2	PPID	0.85922
SMURF2	TXNIP	0.452941
SMURF2	ATP5B	0.63215
SMURF2	PRICKLE1	0.85922
SMURF2	YBX1	0.598835
SMURF2	EFNB1	0.598835
SMURF2	SPG20	0.326083
SMURF2	BTRC	0.45648
SMURF2	SMAD6	0.235137
SMURF2	TGFBR2	0.598835
SMURF2	TTN	0.63215
SMURF2	UBB	0.561127
SMURF2	RAN	0.85922
SMURF2	MRPS7	0.598835
SMURF2	SF3A2	0.445567
SMURF2	TFPI2	0.484417
SMURF2	TRAF2	0.585069
SMURF2	HDGFRP3	0.85922
SMURF2	USP15	0.598835
SMURF2	DCAF6	0.63215
SMURF2	EEF1G	0.63215
SMURF2	IRF3	0.85922
SMURF2	ACTA2	0.598835
SMURF2	ACTA1	0.63215
SMURF2	TGFBR1	0.221602
SMURF2	RAB22A	0.85922
SMURF2	RHOD	0.85922
SMURF2	GMEB1	0.63215
SMURF2	RRAS2	0.85922
MAP3K3	MATR3	0.598835
MAP3K3	HSPA4	0.475767
MAP3K3	RNF126	0.598835
MAP3K3	SPTAN1	0.598835
MAP3K3	SPAG9	0.598835
MAP3K3	NEDD4L	0.561127
MAP3K3	DBN1	0.598835
MAP3K3	CCT2	0.598835
MAP3K3	CAPZA1	0.598835
MAP3K3	MYL6	0.598835
MAP3K3	TUBA1C	0.598835
MAP3K3	TUBB6	0.598835
MAP3K3	LIMA1	0.598835
MAP3K3	MARK2	0.467367
MAP3K3	TUBB	0.598835
MAP3K3	PRKDC	0.598835
MAP3K3	GNB2	0.598835
MAP3K3	WNK1	0.830932
MAP3K3	TFG	0.598835
MAP3K3	PFDN6	0.598835
MAP3K3	YWHAH	0.585069
MAP3K3	HAX1	0.598835
MAP3K3	UBB	0.598835
MAP3K3	AKAP8L	0.598835
MAP3K3	RPS27L	0.598835
MAP3K3	MBP	0.561127
MAP3K3	S100A7	0.598835
MAP3K3	FASN	0.598835
MAP3K3	MAP3K2	0.391484
MAP3K3	HNRNPH1	0.598835
MAP3K3	CAD	0.598835
MAP3K3	NUDC	0.598835
MAP3K3	GNAI3	0.598835
MAP3K3	TUBA1A	0.598835
MAP3K3	ACTN4	0.598835
MAP3K3	HSPA6	0.598835
MAP3K3	RPL23	0.598835
MAP3K3	CCT4	0.598835
MAP3K3	TIMM50	0.598835
MAP3K3	TRAF6	0.178156
MAP3K3	HSPA9	0.598835
MAP3K3	PHGDH	0.598835
PTPN5	FYN	0.598835
PTPN5	APOA1	0.598835
PTPN5	ZBTB5	0.594442
CEBPA	CDKN3	0.85922
CEBPA	BATF	0.484455
CEBPA	ATF5	0.484455
CEBPA	SPI1	0.376755
CEBPA	CEBPG	0.484455
CEBPA	AK5	0.598835
CEBPA	ONECUT1	0.538256
CEBPA	YY1AP1	0.598835
CEBPA	MYC	0.598835
CEBPA	RAB34	0.598835
CEBPA	RFC1	0.85922
CEBPA	MAX	0.45648
CEBPA	MACF1	0.598835
CEBPA	PGAM1	0.598835
CEBPA	E2F4	0.598835
CEBPA	CAPN2	0.598835
CEBPA	MTA1	0.598835
CEBPA	MAF	0.598835
CEBPA	MAPK8	0.388868
AP4M1	GRIN2B	0.763579
AP4M1	GRIN2A	0.763579
RGPD6	USP20	0.598835
RGPD6	RAN	0.594442
SLC25A12	PCSK9	0.598835
SLC25A12	MYC	0.598835
GAS2L2	LNX1	0.594442
RGS20	NSF	0.598835
RGS20	ABHD17A	0.63215
RGS20	GNAI3	0.698583
RGS20	LCE1B	0.443583
RGS20	BOLA1	0.598835
RGS20	CRCT1	0.443583
RGS20	FAF2	0.598835
ATP8B1	TMEM30B	0.537305
FAM110C	TUBA1A	0.598835
TRIM65	RBCK1	0.594442
TRIM65	SRPK1	0.441963
RBM25	HDAC5	0.598835
RBM25	VRK1	0.654948
RBM25	PRPF31	0.492989
RBM25	PRKDC	0.654948
RBM25	SIRT7	0.598835
RBM25	SF3A2	0.598835
RBM25	UTP14A	0.654948
RBM25	CDK11B	0.654948
RBM25	SIRT1	0.654948
RBM25	LGR4	0.598835
MAGI1	ACTN4	0.45648
MAGI1	TP53BP2	0.85922
MAGI1	AMOT	0.85922
PCDHA4	RELN	0.830932
PCDHA4	CCDC90B	0.594442
PCDHA4	EEF1A1	0.594442
POLD2	WRNIP1	0.598835
POLD2	KCTD13	0.561127
MT-RNR2	MCL1	0.598835
MT-RNR2	FPR2	0.85922
MT-RNR2	PRDX1	0.763579
MT-RNR2	EEF1A1	0.763579
MT-RNR2	BOK	0.598835
MT-RNR2	BCL2L1	0.598835
MT-RNR2	BAX	0.367195
PLEKHB1	BMPR1B	0.85922
PLEKHB1	TGFBR1	0.85922
SEC14L4	BMF	0.443583
SEC14L4	REL	0.443583
MEA1	AP2B1	0.457761
CDKN3	MS4A3	0.472754
CDKN3	CDK1	0.303138
CDKN3	NCOA3	0.594442
THAP11	CTBP1	0.472754
THAP11	PFDN6	0.594442
THAP11	CASP3	0.581499
THAP11	SLX1B	0.492989
THAP11	LRRC45	0.594442
THAP11	TPX2	0.492989
THAP11	SIN3A	0.449051
ACOT8	REL	0.392016
ACOT8	MYC	0.598835
DBNL	LMNA	0.594442
DBNL	ALAD	0.654948
DBNL	SH3BP2	0.341482
DBNL	OGT	0.654948
DBNL	CASP3	0.561127
DBNL	WDR4	0.654948
DBNL	C14ORF142	0.654948
BATF	ATF5	0.85922
BATF	CEBPG	0.484455
BATF	EPAS1	0.561127
BATF	IFI35	0.419331
BATF	IRF4	0.594442
CNOT6	CNOT8	0.34665
PPIG	LGALS3	0.443583
PPIG	SP1	0.45648
PPIG	SRPK1	0.598835
PPIG	GRK5	0.598835
PHKA1	TUBGCP2	0.598835
CTNNBL1	STAT1	0.598835
CTNNBL1	HSPA4	0.598835
CTNNBL1	PRMT5	0.598835
CTNNBL1	PRPF31	0.391484
CTNNBL1	HECW2	0.598835
CTNNBL1	CDC5L	0.177749
CTNNBL1	SF3A2	0.598835
CTNNBL1	NGFRAP1	0.392016
CTNNBL1	AICDA	0.410771
CTNNBL1	ACTA1	0.598835
TMEM30B	ATP8B4	0.73224
BMF	MCL1	0.555679
BMF	NNMT	0.594442
BMF	REL	0.443583
BMF	BCL2L1	0.323877
BMF	MAPK8	0.561127
TIAL1	COMMD3-BMI1	0.598835
TIAL1	FN1	0.598835
TIAL1	UFM1	0.654948
TIAL1	CUL4A	0.598835
TIAL1	SF3B4	0.654948
LRRC26	KCNMA1	0.598835
EIF3E	USP20	0.598835
EIF3E	FN1	0.598835
EIF3E	STAU1	0.598835
EIF3E	EPAS1	0.375596
EIF3E	SIRT7	0.598835
EIF3E	DYNC1LI1	0.654948
EIF3E	NSF	0.452941
EIF3E	MYC	0.598835
EIF3E	PAK1	0.63215
EIF3E	ATM	0.45648
EIF3E	NCOA3	0.598835
EIF3E	TNFRSF14	0.598835
EIF3E	FBXW7	0.598835
EIF3E	MAGED1	0.475767
EIF3E	COPS8	0.73985
EIF3E	CSN3	0.472754
EIF3E	CNTF	0.475767
EIF3E	GPAA1	0.452941
EIF3E	TRAF6	0.598835
ABHD5	PLIN1	0.263952
DBF4B	LRRK2	0.561127
DBF4B	KRTAP4-12	0.565996
DBF4B	CDC7	0.598835
DBF4B	LMO2	0.443583
HTR2C	LIN7C	0.549451
RBCK1	NDUFAF3	0.443583
RBCK1	ARNT2	0.594442
RBCK1	IREB2	0.296081
RBCK1	USP21	0.594442
RBCK1	UBE2K	0.594442
RBCK1	USP15	0.594442
RBCK1	HIP2	0.63215
RBCK1	TRAF6	0.598835
RBCK1	SYCE1	0.443583
COLQ	ACHE	0.441963
COLQ	BCHE	0.637833
GGT7	MAX	0.598835
GGT7	GPR25	0.392016
KCTD2	TDRD3	0.598835
DDA1	ECHS1	0.598835
DDA1	SRM	0.598835
DDA1	TUBG1	0.598835
DDA1	COPS4	0.598835
DDA1	EIF5	0.598835
DDA1	PRKDC	0.598835
DDA1	DCAF12	0.598835
DDA1	WDTC1	0.410771
DDA1	GMPS	0.598835
DDA1	UBE2E3	0.501461
DDA1	UBE2E1	0.598835
DDA1	DCAF5	0.410771
DDA1	COPS8	0.598835
DDA1	HADHA	0.598835
DDA1	PGK1	0.598835
DDA1	DCAF6	0.598835
DDA1	DCAF15	0.598835
DDA1	CUL4A	0.165007
DHRS2	CD4	0.598835
DHRS2	ZHX2	0.594442
MLLT11	DNAJA4	0.598835
SFRP4	NARF	0.63215
OTUD7A	TRAF6	0.598835
ZNF775	PPP2CB	0.492989
ZNF775	FES	0.594442
CHRNA4	CSNK2B	0.492989
CHRNA4	YWHAH	0.581499
CWC27	PRKDC	0.654948
KIFC2	NCK1	0.598835
CNTNAP2	CTR9	0.445567
CNTNAP2	IQCB1	0.598835
CNTNAP2	MACF1	0.594442
ADH5	ESRRA	0.492989
ADH5	CSNK2B	0.594442
ADH5	PRDX1	0.492989
ADAP2	NEDD4L	0.441963
ADAP2	EEF1G	0.452941
CCDC170	CCNH	0.443583
BRAT1	ATM	0.598835
JAKMIP1	HTT	0.63215
GJD4	LNX1	0.594442
POLA2	POP7	0.654948
POLA2	EZH2	0.594442
POLA2	KCNE3	0.492989
POLA2	CRELD1	0.594442
POLA2	CIAO1	0.598835
POLA2	EPB41L1	0.654948
CBFA2T2	RUNX1T1	0.221602
CBFA2T2	SIN3A	0.598835
RBBP7	HDAC5	0.598835
RBBP7	RBBP4	0.47326
RBBP7	EZH2	0.598835
RBBP7	DNMT3B	0.598835
RBBP7	NACC2	0.598835
RBBP7	ATG10	0.598835
RBBP7	MBD3L2	0.561127
RBBP7	SIRT7	0.598835
RBBP7	APPL1	0.391484
RBBP7	MYBBP1A	0.598835
RBBP7	CHD4	0.343981
RBBP7	SUZ12	0.410771
RBBP7	THOP1	0.654948
RBBP7	MTA1	0.410771
RBBP7	TRAF6	0.598835
RBBP7	DCK	0.654948
RBBP7	NME2	0.598835
RBBP7	CUL4A	0.598835
RBBP7	SIN3A	0.214171
RBBP7	MTA3	0.598835
BLM	PSMD3	0.594442
BLM	SIRT7	0.598835
BLM	CASP3	0.549451
BLM	MX1	0.594442
BLM	RNF8	0.561127
BLM	ATM	0.343981
BLM	RFC1	0.654948
BLM	MCRS1	0.594442
PPP2R2A	ANKLE2	0.654948
PPP2R2A	CCT2	0.598835
PPP2R2A	EIF4EBP1	0.598835
PPP2R2A	HDAC5	0.410771
PPP2R2A	HSPA4L	0.654948
PPP2R2A	PPP2CB	0.410771
PPP2R2A	FOXC2	0.598835
PPP2R2A	CDCA4	0.598835
PPP2R2A	CCT4	0.598835
PPP2R2A	GRK5	0.598835
PPP2R2A	THUMPD1	0.654948
PPP2R2A	TGFBR1	0.45648
FASTK	RBPMS	0.594442
FASTK	TNKS2	0.561127
MATR3	RASD1	0.443583
MATR3	FN1	0.598835
MATR3	STAU1	0.598835
MATR3	MEPCE	0.598835
MATR3	AIMP2	0.594442
MATR3	RRP7A	0.654948
MATR3	MYC	0.598835
MATR3	UTP14A	0.654948
MATR3	LGR4	0.598835
MATR3	IARS2	0.654948
CD4	HNRNPD	0.598835
CD4	VDAC2	0.598835
CD4	PIK3R1	0.85922
CD4	UBL7	0.594442
CD4	TUBB	0.598835
CD4	BTRC	0.598835
CD4	PIP	0.561127
CD4	CD53	0.85922
CD4	HNRNPH1	0.598835
CD4	CTSD	0.85922
CD4	CXCL12	0.85922
CD4	RPL18	0.598835
SIAH1	MAPRE3	0.441963
SIAH1	HIPK3	0.492989
SIAH1	POU2AF1	0.229615
SIAH1	KATNAL1	0.392016
SIAH1	CDC34	0.392016
SIAH1	PRPF31	0.392016
SIAH1	RAD51AP1	0.392016
SIAH1	RBBP8	0.398358
SIAH1	MX1	0.443583
SIAH1	PUF60	0.304641
SIAH1	KIFC3	0.443583
SIAH1	UBE2E3	0.594442
SIAH1	UBE2K	0.274641
SIAH1	PLCE1	0.598835
SIAH1	DDX41	0.392016
SIAH1	HTT	0.598835
SIAH1	PVRL2	0.392016
SIAH1	TRIM23	0.392016
SIAH1	TRIB3	0.472754
SIAH1	TP53BP2	0.413476
SIAH1	TXN	0.594442
SIAH1	HIP2	0.63215
SIAH1	ZMAT3	0.443583
SIAH1	VAV1	0.594442
SIAH1	TOLLIP	0.392016
SIAH1	CDK5R1	0.443583
SIAH1	NUMB	0.298027
DUSP1	HSPA4	0.598835
DUSP1	MAPK9	0.598835
DUSP1	UBB	0.538056
DUSP1	FBXO32	0.598835
DUSP1	ZNRD1	0.492989
DUSP1	MAPK8	0.439444
COG2	COG6	0.654948
COG2	COG1	0.654948
MAP3K12	MAPK8IP1	0.45648
MAP3K12	TGM2	0.85922
LOC101929829	CYP2C9	0.561127
SLC16A9	KLC4	0.443583
PIM1	NFATC1	0.45648
PIM1	SND1	0.425588
PIM1	HSPA4	0.598835
PIM1	CDC34	0.598835
PIM1	TFPT	0.443583
PIM1	MYC	0.598835
PIM1	MAX	0.598835
PIM1	CDC20	0.45648
TIMM23	TIMM50	0.436465
VKORC1L1	VKORC1	0.598835
TRIM29	MED7	0.594442
TRIM29	GOLGA2	0.213322
TRIM29	DVL2	0.443981
TRIM29	TAX1BP3	0.594442
TRIM29	MID2	0.594442
TRIM29	TRIM23	0.294386
MAPRE3	LMO2	0.204068
SRP9	GEMIN2	0.598835
SRP9	COMMD3-BMI1	0.598835
SRP9	SF1	0.654948
SRP9	MYC	0.598835
SRP9	GEMIN4	0.598835
SRP9	TXN	0.654948
SRP9	AARS	0.654948
SRP9	DHPS	0.654948
ECHS1	TFE3	0.598835
ECHS1	LRRK2	0.376967
ECHS1	GSS	0.654948
ECHS1	PPM1B	0.594442
ECHS1	VCL	0.654948
ECHS1	TGM2	0.654948
ECHS1	SMEK2	0.654948
ECHS1	TRAF6	0.598835
ECHS1	HSPA9	0.654948
VPREB3	IGHM	0.85922
PPIL4	CIAO1	0.598835
PPIL4	CHERP	0.492989
ATF5	CDC34	0.38484
ATF5	CEBPG	0.765937
ATF5	GIT2	0.594442
ATF5	TRIB3	0.353669
CCDC114	CCDC151	0.392016
CCDC114	KLC1	0.443583
CCDC114	LNX1	0.392016
AKAP10	HAX1	0.598835
AKAP10	PRKAR2B	0.85922
NFATC1	HDAC5	0.45648
NFATC1	SPI1	0.85922
NFATC1	OGT	0.598835
NFATC1	GZF1	0.598835
NFATC1	TUBA1A	0.561127
NFATC1	EGR1	0.561127
GKAP1	MFAP1	0.443583
SND1	TFE3	0.598835
SND1	DHX9	0.598835
SND1	SRSF3	0.654948
SND1	FN1	0.598835
SND1	USP22	0.598835
SND1	SHFM1	0.598835
SND1	VDAC2	0.654948
SND1	STAT6	0.282438
SND1	SIRT7	0.598835
SND1	MYBBP1A	0.654948
SND1	RBPJ	0.413476
SND1	NENF	0.654948
STAT1	JAK2	0.157974
STAT1	ADRA1B	0.85922
STAT1	SPTAN1	0.594442
STAT1	GNB2	0.598835
STAT1	PRMT3	0.561127
STAT1	CASP3	0.561127
STAT1	LMO2	0.374133
STAT1	NSF	0.654948
STAT1	IL27RA	0.441751
STAT1	HSPA4L	0.654948
STAT1	MDC1	0.598835
STAT1	IFNAR2	0.363628
STAT1	USP13	0.598835
STAT1	HIRIP3	0.654948
STAT1	ACTN4	0.594442
STAT1	FADD	0.830932
STAT1	NMI	0.549451
STAT1	ELP2	0.561127
STAT1	STAT2	0.11174
STAT1	SNX1	0.654948
STAT1	PHGDH	0.654948
WRAP73	PSMD2	0.475767
WRAP73	COPS4	0.475767
WRAP73	PSMD3	0.475767
WRAP73	OGT	0.598835
WRAP73	PFDN6	0.475767
WRAP73	SMC3	0.598835
WRAP73	RD3L	0.598835
WRAP73	GPS1	0.598835
WRAP73	NUDC	0.598835
WRAP73	GEMIN4	0.598835
WRAP73	STIP1	0.475767
WRAP73	PHYH	0.475767
UBAP2	UBAP2L	0.654948
TPST1	GPR1	0.85922
SMARCD1	KRT18	0.594442
SMARCD1	KRT15	0.594442
SMARCD1	RPS29	0.594442
SMARCD1	ARID2	0.410771
SMARCD1	ACTL6A	0.598835
SMARCD1	APOA5	0.594442
SMARCD1	PRDX1	0.594442
SMARCD1	CDC5L	0.594442
SMARCD1	NUCB2	0.594442
SMARCD1	PHF10	0.436465
SMARCD1	ACTA1	0.598835
SRMS	NEDD4L	0.561127
PSMC4	HTR1E	0.598835
PSMC4	PSMB8	0.654948
PSMC4	PCK1	0.598835
PSMC4	YBX1	0.654948
PSMC4	HDAC5	0.598835
PSMC4	SHFM1	0.598835
PSMC4	PSMD2	0.241609
PSMC4	RBBP4	0.654948
PSMC4	PSMD3	0.47326
PSMC4	MYC	0.598835
PSMC4	PSMD14	0.331296
PSMC4	ADRM1	0.598835
PSMC4	NOS2	0.598835
PSMC4	PSMB2	0.654948
PSMC4	PSMB5	0.436465
PSMC4	FKBP8	0.598835
PSMC4	PSMD13	0.331296
PSMC4	TRAF6	0.598835
PSMC4	PSMA6	0.654948
PSMC4	RORB	0.530378
UBAP2L	COMMD3-BMI1	0.598835
UBAP2L	YBX1	0.654948
UBAP2L	FN1	0.598835
UBAP2L	VAMP2	0.654948
UBAP2L	PLXNA2	0.565996
UBAP2L	SIRT7	0.598835
UBAP2L	VCL	0.85922
UBAP2L	UBE2E3	0.63215
UBAP2L	ACAT1	0.654948
EYA3	SIX2	0.85922
PPIL2	PRCC	0.594442
PPIL2	TRIM23	0.443583
DLG5	PFN1	0.492989
DLG5	TGFBR1	0.598835
TFE3	DHX9	0.598835
TFE3	PYGL	0.598835
TFE3	PPP2CB	0.598835
TFE3	E2F3	0.369192
TFE3	PSMA6	0.598835
RPL36	RPS15	0.654948
RPL36	RPL6	0.654948
RPL36	C19ORF43	0.654948
RPL36	DARS	0.654948
RPL36	FN1	0.598835
RPL36	RTCA	0.598835
RPL36	RPL26	0.654948
RPL36	RPS24	0.654948
RPL36	TNFRSF14	0.598835
RPL36	RPL5	0.654948
RPL36	RPL13	0.47326
RPL36	DDX42	0.654948
RPL36	RPL21	0.47326
RPL36	RPL3	0.654948
RPL36	PRKRA	0.598835
RPL36	TRAF6	0.598835
RPL36	RPL17-C18ORF32	0.654948
RPL36	RPL18	0.654948
RPL36	CNBP	0.475767
FUBP3	FN1	0.598835
FUBP3	SIRT7	0.598835
FUBP3	SUZ12	0.598835
FUBP3	PUF60	0.561127
FUBP3	XBP1	0.594442
FUBP3	SSX1	0.594442
FBXO15	CRLS1	0.441963
FBXO15	SRPK1	0.561127
PLCB3	RGS12	0.85922
SAP130	MYC	0.475111
SAP130	CUL4A	0.598835
SAP130	SIN3A	0.598835
HSPA4	PPP1CB	0.598835
HSPA4	PACRG	0.598835
HSPA4	MCL1	0.410771
HSPA4	HNRNPD	0.286822
HSPA4	LRRK2	0.598835
HSPA4	KRT18	0.561127
HSPA4	PRKCG	0.561127
HSPA4	TUBG1	0.654948
HSPA4	HDAC5	0.598835
